customer_id,signup_date,tenure_months,age,region,plan,contract_type,monthly_charges,discount_pct,auto_pay,support_tickets,late_payments,usage_hours_month,satisfaction_score,last_login,total_charges,churn
CUST02479,2024-09-12,15,33,North,Standard,Monthly,1276.25,0.15,Yes,2,1,36.2,3.2,2025-12-27 20:29:02.789531109,19324.98,No
CUST02480,2023-12-11,24,39,North,Basic,Annual,829.32,0.05,Yes,3,0,29.3,2.3,2025-12-22 07:39:58.710718296,19091.48,No
CUST02481,2023-02-03,34,29,Central,Basic,Annual,681.59,0.0,Yes,2,1,7.9,4.0,2025-12-11 04:44:13.400452994,23425.8,No
CUST02482,2023-04-18,32,54,South,Standard,Monthly,1108.18,0.0,No,4,0,15.0,4.0,2025-12-16 00:51:36.847518610,34827.18,No
CUST02483,2025-06-12,6,41,West,Premium,Monthly,1818.96,0.0,Yes,1,0,14.0,4.0,2025-11-29 11:17:59.533163751,12047.62,Yes
CUST02484,2024-12-27,12,29,South,Standard,Quarterly,1418.93,0.0,Yes,1,1,16.7,3.0,2025-12-02 19:39:26.896411040,18068.81,Yes
CUST02485,2024-03-07,21,30,Central,Basic,Annual,814.38,0.0,Yes,1,0,31.4,4.0,2025-12-22 07:32:37.931265863,16991.98,No
CUST02486,2024-10-03,14,34,South,Standard,Annual,1191.21,0.0,Yes,1,1,25.5,2.7,2025-12-06 09:34:38.820524771,15896.33,No
CUST02487,2024-10-31,13,24,Central,Basic,Monthly,610.88,0.0,Yes,2,0,29.8,2.7,2025-12-03 03:25:44.077989378,8383.28,No
CUST02488,2025-03-21,9,32,North,Standard,Monthly,1216.68,0.05,No,3,1,16.8,3.6,2025-12-29 09:01:13.782154153,10928.49,No
CUST02489,2024-01-04,23,39,Central,Standard,Monthly,977.41,0.0,Yes,5,0,26.9,1.9,2025-12-06 04:03:36.990055962,22420.28,Yes
CUST02490,2024-09-21,15,19,East,Premium,Monthly,1974.18,0.05,No,1,1,15.2,3.2,2025-12-12 22:56:10.199056667,29349.34,No
CUST02491,2024-03-30,21,46,West,Premium,Quarterly,1776.95,0.1,No,1,0,21.0,2.9,2025-12-15 01:47:27.964980912,38469.02,No
CUST02492,2024-11-05,13,46,North,Premium,Monthly,1921.84,0.1,Yes,2,0,32.8,4.4,2025-12-25 06:14:04.421206963,23545.22,No
CUST02493,2023-10-22,26,36,South,Standard,Monthly,1065.07,0.0,No,0,0,32.2,3.5,2025-12-12 11:34:57.729138166,28525.1,No
CUST02494,2023-10-14,26,41,North,Premium,Monthly,1876.61,0.0,Yes,0,1,29.4,2.8,2025-12-20 17:30:43.173671133,49056.23,No
CUST02495,2024-11-26,13,37,West,Basic,Quarterly,818.38,0.0,Yes,2,0,14.7,3.8,2025-12-17 05:42:34.770621963,10394.54,No
CUST02496,2023-06-25,30,29,North,Standard,Monthly,1241.95,0.0,Yes,3,1,13.7,3.6,2025-12-20 10:15:25.974615865,37741.2,No
CUST02497,2023-02-15,34,43,West,Standard,Monthly,1240.27,0.05,Yes,1,1,47.9,3.8,2025-12-22 10:41:29.354822722,42575.79,No
CUST02498,2024-02-14,22,37,West,Standard,Quarterly,1193.49,0.05,Yes,1,2,17.6,2.7,2025-12-17 17:11:21.001350236,27291.08,No
CUST02499,2023-01-24,35,31,East,Premium,Quarterly,2279.25,0.1,Yes,4,2,46.3,3.7,2025-12-14 22:23:33.097238472,80360.32,No
CUST02500,2023-08-18,28,21,East,Standard,Monthly,1299.16,0.05,Yes,1,1,30.0,2.1,2025-12-20 18:32:14.904096801,36739.64,No
CUST02501,2024-05-02,19,29,North,Premium,Monthly,1706.78,0.05,Yes,3,0,17.9,4.4,2025-12-20 18:02:14.640020120,32212.32,No
CUST02502,2023-11-10,25,45,North,Basic,Monthly,760.66,0.05,No,4,1,18.6,3.2,2025-11-29 23:07:18.958463110,19337.2,Yes
CUST02503,2023-10-18,26,41,West,Basic,Monthly,708.44,0.05,Yes,4,0,16.9,4.1,2025-12-16 18:51:03.258663535,18953.22,No
CUST02504,2024-06-04,18,30,North,Basic,Monthly,650.48,0.0,No,2,1,34.1,2.7,2025-12-06 17:35:59.913516656,11507.49,No
CUST02505,2023-07-09,29,48,East,Standard,Annual,1018.74,0.05,No,3,0,33.2,2.9,2025-12-20 03:50:20.743052096,30190.26,No
CUST02506,2024-10-10,14,32,Central,Premium,Monthly,1706.63,0.15,Yes,1,2,31.7,4.1,2025-12-19 03:50:07.078638331,25328.28,No
CUST02507,2024-09-18,15,34,South,Standard,Monthly,1136.55,0.0,No,1,0,25.6,4.7,2025-12-06 15:47:32.674660513,17729.57,No
CUST02508,2023-12-22,24,33,North,Basic,Quarterly,739.84,0.0,No,3,0,18.2,1.0,2025-12-11 23:23:54.250921433,17525.85,Yes
CUST02509,2023-07-23,29,20,South,Basic,Quarterly,660.16,0.0,Yes,3,1,38.7,3.1,2025-12-30 00:00:00.000000000,19648.43,No
CUST02510,2024-11-23,13,38,South,Basic,Monthly,723.45,0.05,Yes,2,0,37.2,2.1,2025-12-16 19:41:02.605296642,9369.68,No
CUST02511,2025-04-05,8,43,West,Standard,Quarterly,1106.64,0.0,No,2,0,36.0,3.0,2025-12-28 16:56:04.572958952,8209.19,No
CUST02512,2024-05-20,19,32,East,Standard,Annual,1369.71,0.0,Yes,3,0,12.8,4.8,2025-12-25 02:45:15.055545727,26280.72,No
CUST02513,2025-03-22,9,58,East,Basic,Monthly,845.47,0.0,No,2,0,37.5,2.5,2025-12-28 19:20:06.822415992,7643.52,No
CUST02514,2024-09-17,15,22,East,Standard,Annual,1464.1,0.0,Yes,4,0,13.0,3.4,2025-12-12 21:23:06.984565043,21150.91,No
CUST02515,2024-01-16,23,37,Central,Standard,Monthly,1385.38,0.1,Yes,5,0,36.7,3.2,2025-12-30 00:00:00.000000000,32224.87,No
CUST02516,2023-02-25,34,32,West,Standard,Quarterly,1092.75,0.0,Yes,0,0,33.1,3.5,2025-12-21 05:05:21.949255614,37096.65,No
CUST02517,2024-01-30,23,40,West,Basic,Quarterly,714.37,0.0,Yes,0,1,28.9,4.5,2025-12-29 18:13:30.579424873,15911.43,No
CUST02518,2023-06-30,30,36,West,Premium,Annual,1887.59,0.05,Yes,3,1,39.3,4.7,2025-12-30 00:00:00.000000000,56564.77,No
CUST02519,2023-01-22,35,39,Central,Standard,Monthly,1350.11,0.0,Yes,0,1,39.1,4.4,2025-12-17 17:50:13.115558867,47329.63,No
CUST02520,2024-02-14,22,27,East,Premium,Annual,1886.96,0.05,Yes,5,0,24.9,4.0,2025-12-18 11:20:03.713400477,43374.95,No
CUST02521,2024-03-15,21,38,North,Standard,Monthly,1264.51,0.1,Yes,4,2,20.7,3.6,2025-12-30 00:00:00.000000000,26956.39,No
CUST02522,2023-02-26,34,42,East,Premium,Monthly,1794.52,0.0,Yes,4,0,12.2,2.2,2025-12-22 16:02:11.998443829,61167.28,No
CUST02523,2025-02-04,10,33,North,Basic,Monthly,567.38,0.05,No,2,1,23.8,4.4,2025-12-06 15:23:08.925724246,6147.12,No
CUST02524,2024-11-16,13,18,North,Standard,Monthly,1116.64,0.1,Yes,2,1,43.2,4.6,2025-12-02 18:43:10.565285250,14384.63,No
CUST02525,2023-05-18,31,18,West,Standard,Quarterly,1153.35,0.0,Yes,2,1,31.0,2.8,2025-12-16 20:41:01.837189421,34603.87,No
CUST02526,2025-05-14,7,23,West,Standard,Monthly,1114.26,0.0,No,2,0,40.2,3.8,2025-12-21 04:37:40.404638583,6741.96,No
CUST02527,2025-04-23,8,34,West,Premium,Monthly,1874.96,0.05,Yes,2,0,40.6,4.0,2025-12-15 12:03:27.149494850,15788.67,Yes
CUST02528,2023-11-11,25,20,East,Basic,Annual,648.3,0.0,No,2,0,11.6,3.2,2025-12-04 16:43:11.159743155,15751.32,No
CUST02529,2024-11-13,13,33,South,Basic,Monthly,655.67,0.05,Yes,2,1,33.9,3.7,2025-12-18 05:40:55.483478902,8926.86,Yes
CUST02530,2023-06-16,30,34,East,Premium,Monthly,2054.6,0.05,No,4,0,12.3,4.6,2025-12-26 19:04:29.808475413,63211.38,No
CUST02531,2025-01-06,11,23,West,Basic,Quarterly,511.0,0.0,Yes,2,0,29.5,4.3,2025-12-14 12:25:04.192275873,5535.49,No
CUST02532,2024-02-29,22,40,North,Basic,Monthly,544.53,0.05,No,0,0,48.9,3.4,2025-12-17 16:28:00.623184425,12151.45,No
CUST02533,2023-03-16,33,22,East,Standard,Monthly,1254.9,0.0,No,2,1,23.9,3.6,2025-12-23 09:42:17.288804639,42196.42,No
CUST02534,2024-08-30,16,37,West,Basic,Annual,611.16,0.0,Yes,3,0,7.4,3.2,2025-12-15 04:39:09.334157706,9759.93,No
CUST02535,2024-01-29,23,52,West,Premium,Quarterly,1867.02,0.1,Yes,5,1,25.4,2.1,2025-12-09 04:41:09.487446617,41617.14,No
CUST02536,2024-12-15,12,19,Central,Premium,Monthly,1917.77,0.0,No,0,1,8.9,3.9,2025-12-12 12:23:35.497485445,21554.53,No
CUST02537,2024-10-06,14,32,West,Basic,Quarterly,871.44,0.1,Yes,1,0,38.6,4.1,2025-12-23 16:32:03.940743815,12900.74,No
CUST02538,2024-06-18,18,46,North,Basic,Quarterly,816.8,0.0,No,0,0,38.1,3.5,2025-12-10 21:15:34.241332585,14512.36,No
CUST02539,2024-04-13,20,34,Central,Premium,Monthly,2085.29,0.15,Yes,2,0,19.1,2.5,2025-12-21 19:25:13.755781068,43753.88,No
CUST02540,2023-03-23,33,25,Central,Basic,Monthly,610.34,0.0,No,5,0,20.5,3.5,2025-12-24 01:57:47.340584378,19584.59,No
CUST02541,2023-12-11,24,32,South,Standard,Annual,976.51,0.05,No,2,1,25.8,3.6,2025-12-21 17:07:38.200393710,23539.22,No
CUST02542,2024-04-12,20,19,North,Basic,Annual,679.09,0.1,Yes,4,0,16.7,3.4,2025-12-27 19:18:29.370105744,14089.62,No
CUST02543,2025-03-08,9,30,Central,Basic,Annual,716.89,0.05,Yes,2,0,13.9,4.1,2025-12-18 10:53:56.928251199,6916.15,No
CUST02544,2024-07-15,17,35,East,Standard,Monthly,1231.64,0.1,Yes,2,0,23.6,3.1,2025-12-27 23:44:19.333746975,21832.19,No
CUST02545,2024-05-03,19,27,South,Basic,Annual,747.77,0.05,Yes,1,0,34.3,2.8,2025-12-11 14:29:28.348544737,14508.44,No
CUST02546,2024-07-07,17,31,South,Standard,Annual,1322.29,0.05,Yes,5,0,13.2,3.2,2025-12-25 18:23:46.904740803,22253.98,No
CUST02547,2025-02-03,10,18,North,Standard,Monthly,1529.08,0.0,No,3,1,33.1,3.8,2025-12-23 19:28:25.132206191,16247.72,No
CUST02548,2024-08-11,16,46,East,Premium,Annual,1774.06,0.0,No,9,1,19.5,3.8,2025-12-16 12:25:08.424572106,29812.24,No
CUST02549,2024-08-22,16,28,West,Standard,Monthly,1200.76,0.0,No,2,0,6.8,5.0,2025-12-22 07:29:15.277667208,19650.95,No
CUST02550,2023-10-28,26,35,East,Standard,Annual,1332.99,0.05,Yes,1,0,21.5,3.3,2025-12-21 11:25:53.418365642,34467.21,No
CUST02551,2023-06-12,30,32,Central,Standard,Monthly,1282.11,0.05,Yes,2,0,29.1,3.0,2025-12-20 09:02:54.418776637,38820.54,No
CUST02552,2024-05-24,19,32,South,Basic,Annual,757.7,0.0,Yes,5,3,24.9,3.0,2025-11-28 14:30:01.448066258,13826.69,Yes
CUST02553,2023-02-10,34,37,North,Standard,Monthly,1227.58,0.0,Yes,4,0,28.5,3.3,2025-12-25 00:47:10.135707268,41673.53,No
CUST02554,2024-02-29,22,38,West,Standard,Quarterly,1005.56,0.0,No,1,0,36.7,2.9,2025-12-30 00:00:00.000000000,22151.95,No
CUST02555,2023-05-15,31,31,Central,Standard,Monthly,1298.34,0.0,Yes,1,0,16.2,4.4,2025-12-03 09:22:52.895624947,39501.09,No
CUST02556,2023-05-30,31,25,South,Standard,Monthly,1408.32,0.0,No,3,0,21.2,3.7,2025-12-18 19:06:59.874227756,42866.84,No
CUST02557,2024-01-13,23,45,West,Premium,Monthly,2022.08,0.0,No,4,0,22.1,3.0,2025-12-12 23:03:37.650082102,44890.68,Yes
CUST02558,2023-05-11,31,18,West,Standard,Monthly,1134.15,0.1,No,3,0,8.7,2.7,2025-12-10 07:49:15.746240105,35877.61,No
CUST02559,2023-07-30,29,41,West,Basic,Annual,676.89,0.1,Yes,2,1,35.8,2.4,2025-12-15 18:07:43.687683754,19022.95,No
CUST02560,2024-03-23,21,23,Central,Basic,Annual,774.16,0.05,Yes,0,1,37.9,3.7,2025-12-25 23:10:37.851140793,16232.9,No
CUST02561,2025-06-19,6,29,East,Basic,Monthly,770.64,0.05,Yes,1,2,29.7,3.5,2025-12-22 13:10:12.488440559,4572.62,No
CUST02562,2023-01-24,35,38,Central,Standard,Annual,1171.22,0.05,Yes,4,0,20.9,3.9,2025-12-10 11:56:33.082490464,42160.28,No
CUST02563,2023-09-22,27,35,South,Basic,Annual,668.23,0.0,No,2,1,29.6,1.1,2025-12-26 01:34:03.691559157,17648.92,No
CUST02564,2023-09-10,27,31,South,Standard,Quarterly,973.78,0.0,Yes,1,0,34.3,2.6,2025-12-17 18:09:59.366072034,27185.83,No
CUST02565,2024-04-06,20,40,Central,Premium,Monthly,2053.7,0.1,No,5,0,32.3,1.8,2025-12-07 09:55:13.348082237,42205.02,Yes
CUST02566,2024-06-25,18,36,Central,Standard,Monthly,945.14,0.0,Yes,2,2,36.0,3.2,2025-12-09 12:14:17.376355473,17323.55,No
CUST02567,2023-06-04,30,28,West,Standard,Monthly,1136.82,0.0,Yes,4,0,36.8,3.0,2025-12-20 10:10:00.940937281,34441.09,No
CUST02568,2023-12-01,25,30,East,Standard,Monthly,1379.34,0.0,Yes,2,0,9.8,4.1,2025-12-24 03:02:06.254098121,35679.36,No
CUST02569,2024-07-10,17,22,Central,Premium,Annual,1747.18,0.0,No,2,1,24.1,3.1,2025-11-17 03:17:55.013278468,30644.87,Yes
CUST02570,2024-07-03,17,34,Central,Standard,Annual,1287.21,0.05,No,2,0,17.6,2.8,2025-12-16 11:24:12.396361081,22001.28,No
CUST02571,2024-09-06,15,54,West,Basic,Annual,800.73,0.0,Yes,2,2,26.7,2.6,2025-12-22 19:41:13.887107918,12006.45,No
CUST02572,2024-02-16,22,38,Central,Premium,Annual,2203.89,0.1,Yes,2,0,31.6,2.6,2025-12-17 08:34:03.703831096,50534.64,No
CUST02573,2024-04-11,20,40,East,Premium,Quarterly,1921.32,0.05,No,4,1,28.8,1.9,2025-12-16 03:26:48.536078329,37366.09,No
CUST02574,2025-01-25,11,30,South,Standard,Monthly,1178.87,0.0,No,2,0,29.5,3.5,2025-12-18 05:37:08.417291319,12048.37,No
CUST02575,2023-02-15,34,18,East,Premium,Annual,1985.29,0.0,Yes,1,0,16.1,3.7,2025-12-24 02:54:53.888280521,65723.85,No
CUST02576,2024-10-14,14,30,North,Premium,Annual,1986.73,0.0,Yes,0,0,32.6,2.9,2025-12-28 01:51:20.301935556,28492.4,No
CUST02577,2024-08-17,16,37,North,Basic,Monthly,641.21,0.05,No,2,0,28.3,4.0,2025-12-22 20:09:04.733012500,9690.68,No
CUST02578,2024-11-16,13,25,West,Premium,Annual,1437.52,0.0,No,2,4,31.2,3.5,2025-12-02 18:50:38.070804115,18041.25,Yes
CUST02579,2023-01-04,35,22,South,Basic,Annual,645.51,0.05,Yes,1,0,28.4,3.8,2025-12-25 06:17:44.901609625,22762.34,No
CUST02580,2024-04-12,20,33,East,Standard,Monthly,975.91,0.05,No,1,1,28.7,4.4,2025-12-21 02:24:16.750199209,20029.49,No
CUST02581,2023-03-21,33,40,North,Standard,Annual,1253.43,0.0,No,2,2,4.8,2.4,2025-12-19 17:05:32.402520266,40797.63,No
CUST02582,2024-11-23,13,26,West,Standard,Annual,1348.52,0.0,Yes,2,2,14.4,3.0,2025-12-29 23:38:46.925593158,17430.43,No
CUST02583,2024-06-13,18,51,East,Standard,Monthly,1099.54,0.05,No,2,1,15.9,2.8,2025-12-30 00:00:00.000000000,19467.74,No
CUST02584,2023-05-04,31,28,North,Standard,Annual,1259.49,0.0,Yes,3,1,24.6,3.5,2025-12-09 08:44:20.918610220,37941.55,No
CUST02585,2023-03-06,33,32,North,Basic,Quarterly,703.09,0.05,Yes,1,0,37.5,3.3,2025-12-21 20:47:37.878234101,22914.46,No
CUST02586,2025-05-29,7,22,South,Basic,Monthly,687.99,0.05,No,2,0,37.9,3.1,2025-12-26 08:21:28.467999101,5238.84,No
CUST02587,2023-04-06,32,42,East,Basic,Monthly,574.65,0.05,Yes,1,1,26.4,5.0,2025-12-12 05:32:33.004134275,18635.93,No
CUST02588,2023-11-24,25,18,West,Standard,Monthly,1154.16,0.0,Yes,2,0,18.9,3.8,2025-12-06 03:31:45.362817247,28890.92,No
CUST02589,2023-03-29,33,32,Central,Basic,Monthly,672.22,0.1,Yes,7,1,19.4,4.1,2025-12-23 20:18:18.977832254,21569.11,No
CUST02590,2023-06-24,30,36,West,Basic,Monthly,587.49,0.1,No,2,0,33.4,3.3,2025-11-23 02:49:58.203984179,17571.05,Yes
CUST02591,2024-12-31,11,40,West,Premium,Monthly,2178.85,0.1,Yes,1,1,26.3,3.3,2025-12-20 16:44:47.436906838,23224.17,No
CUST02592,2025-01-15,11,40,East,Standard,Monthly,1221.66,0.1,No,2,0,21.1,2.7,2025-12-09 03:07:15.629070389,14347.73,No
CUST02593,2025-05-11,7,23,North,Standard,Monthly,1222.35,0.0,Yes,1,2,28.2,3.6,2025-12-30 00:00:00.000000000,8608.9,No
CUST02594,2024-05-06,19,39,Central,Basic,Quarterly,674.09,0.1,No,1,0,37.9,3.2,2025-12-23 22:57:31.852458870,12476.1,No
CUST02595,2024-09-06,15,30,East,Standard,Monthly,1173.03,0.05,Yes,4,1,32.0,2.6,2025-12-16 17:30:36.722462118,16915.4,No
CUST02596,2024-03-14,21,18,South,Standard,Annual,1163.81,0.0,No,0,0,20.3,3.0,2025-12-13 06:35:00.979559961,24607.22,No
CUST02597,2025-05-17,7,54,East,Basic,Annual,868.28,0.0,Yes,6,1,35.6,3.0,2025-12-08 23:58:34.588472765,5975.17,No
CUST02598,2024-01-28,23,38,East,Premium,Monthly,1589.16,0.0,No,2,0,18.1,1.9,2025-12-19 13:54:12.221213501,36968.23,No
CUST02599,2023-11-27,25,40,Central,Basic,Monthly,694.11,0.05,Yes,0,0,25.9,3.4,2025-12-14 18:32:13.765398136,17272.44,No
CUST02600,2024-10-04,14,44,Central,Basic,Monthly,637.08,0.0,Yes,1,0,40.8,3.9,2025-12-15 18:13:24.873796771,9056.23,No
CUST02601,2024-07-28,17,33,South,Basic,Monthly,571.43,0.0,No,1,0,28.5,2.6,2025-12-19 22:47:21.063144290,9743.8,No
CUST02602,2025-06-01,6,28,East,Premium,Annual,1874.83,0.15,Yes,1,1,18.0,3.5,2025-12-19 14:46:13.773603980,10216.38,No
CUST02603,2023-04-30,32,39,North,Basic,Monthly,788.61,0.0,No,0,0,28.1,2.5,2025-12-24 05:28:53.398680359,25786.57,No
CUST02604,2023-02-15,34,44,East,Standard,Annual,1203.99,0.0,Yes,1,0,22.8,3.7,2025-12-28 06:02:38.805598421,40734.32,No
CUST02605,2023-01-19,35,47,South,Basic,Monthly,630.47,0.05,Yes,4,0,12.3,3.5,2025-12-18 21:32:27.655962407,22372.8,No
CUST02606,2023-12-09,24,22,West,Premium,Monthly,1846.05,0.0,Yes,1,0,20.7,2.1,2025-12-22 22:17:11.873873668,42663.3,No
CUST02607,2023-11-05,25,44,Central,Premium,Monthly,2015.59,0.15,Yes,1,0,48.4,4.3,2025-12-18 19:17:20.336275557,49299.07,No
CUST02608,2023-06-22,30,18,Central,Premium,Quarterly,1759.09,0.0,Yes,4,1,37.3,3.1,2025-12-19 07:38:01.395195430,51434.66,No
CUST02609,2024-03-17,21,40,North,Standard,Annual,1086.34,0.05,No,2,1,30.2,2.1,2025-12-12 03:40:44.982316607,23455.66,No
CUST02610,2024-05-12,19,28,South,Basic,Monthly,674.37,0.05,No,4,1,6.3,2.3,2025-12-14 19:30:19.206901294,12475.95,No
CUST02611,2023-04-07,32,41,Central,Standard,Monthly,1089.12,0.0,No,2,0,25.0,5.0,2025-12-20 20:00:31.377547590,35134.9,No
CUST02612,2025-01-05,11,42,South,Premium,Quarterly,2273.0,0.05,Yes,2,0,24.3,2.8,2025-12-20 01:43:24.908487166,23990.82,No
CUST02613,2023-10-07,26,39,South,Standard,Quarterly,1122.06,0.0,Yes,2,0,41.7,3.1,2025-12-01 04:35:43.467492074,28342.7,Yes
CUST02614,2023-01-21,35,43,East,Standard,Monthly,1274.06,0.1,No,0,0,26.7,2.0,2025-12-23 07:47:26.329359247,45214.02,No
CUST02615,2023-10-09,26,42,West,Standard,Monthly,1235.43,0.0,No,2,0,21.1,3.7,2025-12-09 21:14:12.514874681,32675.61,No
CUST02616,2024-01-23,23,36,North,Standard,Quarterly,1384.65,0.05,Yes,1,1,29.1,3.3,2025-12-28 14:59:18.044289333,30789.86,No
CUST02617,2024-04-05,20,48,South,Standard,Monthly,1198.49,0.0,Yes,3,1,12.7,2.9,2025-12-18 21:17:03.872603291,24894.05,No
CUST02618,2023-07-15,29,34,West,Standard,Monthly,1357.8,0.05,Yes,4,2,22.0,5.0,2025-12-12 08:20:10.463446657,40373.27,No
CUST02619,2024-08-06,16,28,Central,Basic,Monthly,707.17,0.0,No,6,0,37.8,3.1,2025-12-24 08:50:32.026845368,11082.42,No
CUST02620,2025-03-22,9,36,East,Standard,Quarterly,1210.06,0.0,No,1,1,19.2,2.5,2025-12-23 07:53:53.917328375,11699.3,No
CUST02621,2024-07-28,17,27,West,Premium,Annual,1824.41,0.0,Yes,4,2,23.0,3.9,2025-12-29 23:33:14.101175616,31576.69,No
CUST02622,2023-12-03,24,34,Central,Basic,Quarterly,796.75,0.0,Yes,1,0,13.5,2.7,2025-12-09 18:43:53.903089897,19756.37,No
CUST02623,2024-12-16,12,34,South,Basic,Monthly,747.47,0.1,Yes,3,0,23.8,4.7,2025-12-17 03:21:32.042513950,9198.41,No
CUST02624,2023-02-01,34,51,West,Standard,Quarterly,1131.47,0.1,No,5,1,18.7,3.9,2025-12-23 11:34:58.688419870,39402.01,No
CUST02625,2024-06-12,18,53,West,Premium,Monthly,2023.35,0.05,Yes,1,2,31.1,3.2,2025-12-10 10:34:01.737876006,36389.1,Yes
CUST02626,2025-03-17,9,21,East,Basic,Monthly,888.78,0.0,Yes,3,0,15.6,2.6,2025-12-23 20:45:35.544893323,8775.94,No
CUST02627,2024-10-06,14,26,Central,Basic,Monthly,757.17,0.15,Yes,2,0,20.5,2.8,2025-12-06 06:08:13.872405561,10874.31,Yes
CUST02628,2023-01-04,35,43,West,Premium,Quarterly,2037.22,0.0,Yes,3,2,30.4,4.4,2025-12-30 00:00:00.000000000,71394.86,No
CUST02629,2023-09-09,27,38,South,Basic,Monthly,693.57,0.1,Yes,3,1,20.6,3.7,2025-12-11 14:47:53.632738395,19160.04,Yes
CUST02630,2025-04-26,8,53,West,Premium,Annual,2262.23,0.0,No,1,0,21.1,4.1,2025-12-16 02:45:44.475125576,16094.02,No
CUST02631,2023-02-22,34,44,East,Basic,Monthly,546.97,0.0,No,4,2,19.5,3.4,2025-12-30 00:00:00.000000000,18900.19,No
CUST02632,2024-05-19,19,33,North,Basic,Monthly,620.95,0.1,Yes,3,0,20.1,3.9,2025-12-17 09:53:23.436038383,11479.36,No
CUST02633,2023-05-04,31,62,West,Premium,Monthly,2141.12,0.05,Yes,1,1,41.4,2.8,2025-12-19 20:16:21.087444317,67352.76,No
CUST02634,2024-02-08,22,20,Central,Basic,Annual,785.88,0.05,Yes,2,1,29.6,4.1,2025-12-18 06:21:41.557561788,17367.74,No
CUST02635,2023-01-25,35,40,East,Basic,Monthly,676.92,0.1,No,1,2,16.9,4.8,2025-12-30 00:00:00.000000000,23303.09,No
CUST02636,2023-01-04,35,47,Central,Standard,Monthly,1290.83,0.1,Yes,3,0,21.0,2.2,2025-12-28 18:22:27.288553910,45980.59,No
CUST02637,2025-04-24,8,42,East,Standard,Quarterly,1318.54,0.0,Yes,0,0,18.7,3.7,2025-12-30 00:00:00.000000000,10850.64,No
CUST02638,2023-03-12,33,28,East,Standard,Annual,1276.43,0.0,Yes,5,0,25.2,3.9,2025-12-09 12:42:34.552023357,41360.71,No
CUST02639,2023-01-10,35,22,West,Standard,Monthly,1390.85,0.0,No,3,0,30.4,2.6,2025-12-26 07:05:32.809427725,48361.47,No
CUST02640,2023-04-20,32,43,North,Basic,Monthly,670.22,0.0,Yes,1,4,18.5,2.7,2025-12-29 15:45:50.125442259,21572.93,No
CUST02641,2024-06-23,18,32,East,Standard,Annual,1263.04,0.0,Yes,1,0,29.5,5.0,2025-12-15 05:31:46.932537170,22087.76,No
CUST02642,2023-09-27,27,33,South,Standard,Monthly,1213.1,0.0,Yes,2,1,14.0,4.7,2025-12-21 05:32:41.088691338,33652.19,No
CUST02643,2025-06-06,6,38,North,Basic,Annual,735.82,0.0,No,0,3,29.4,3.9,2025-12-22 21:53:03.648822323,4976.32,No
CUST02644,2023-07-27,29,33,Central,Premium,Monthly,1912.78,0.0,No,2,1,18.3,3.8,2025-12-27 08:26:33.346173944,55331.16,No
CUST02645,2024-08-14,16,50,Central,Basic,Quarterly,653.63,0.0,Yes,3,0,15.6,4.7,2025-12-08 11:44:33.598353123,10617.5,No
CUST02646,2024-02-02,22,48,East,Standard,Quarterly,1126.22,0.0,Yes,1,0,38.9,3.6,2025-12-20 09:05:02.226964448,25495.9,No
CUST02647,2023-03-10,33,19,Central,Premium,Monthly,1858.51,0.0,Yes,3,0,46.0,5.0,2025-12-30 00:00:00.000000000,62232.94,No
CUST02648,2023-10-27,26,40,North,Standard,Monthly,1299.47,0.0,Yes,2,1,35.6,4.4,2025-12-14 03:56:13.433568562,34651.86,No
CUST02649,2023-04-19,32,33,South,Standard,Quarterly,1183.89,0.0,No,2,0,13.5,3.8,2025-12-14 09:00:57.845286182,38917.91,No
CUST02650,2024-04-10,20,20,Central,Standard,Monthly,1284.19,0.05,Yes,1,2,26.7,3.8,2025-12-13 04:45:35.204865826,26564.42,No
CUST02651,2025-06-20,6,37,South,Standard,Quarterly,1106.45,0.0,Yes,3,0,24.2,4.0,2025-12-15 01:33:44.572550735,7435.63,No
CUST02652,2025-01-30,11,35,South,Basic,Monthly,712.39,0.0,Yes,4,0,43.7,4.5,2025-12-18 00:07:19.281343619,8233.21,No
CUST02653,2023-05-21,31,26,East,Basic,Monthly,721.85,0.0,No,2,0,33.6,2.2,2025-12-07 01:13:12.695773798,22715.54,No
CUST02654,2023-06-18,30,38,West,Standard,Annual,1184.39,0.0,Yes,3,1,23.4,3.5,2025-12-09 18:17:40.053877086,36096.51,No
CUST02655,2024-12-26,12,48,West,Basic,Monthly,723.43,0.0,No,2,1,29.0,2.4,2025-12-20 15:41:02.963498571,9380.52,No
CUST02656,2024-02-29,22,27,West,Basic,Monthly,841.97,0.05,No,1,1,7.9,4.2,2025-12-20 06:05:12.426296813,17894.68,No
CUST02657,2024-01-19,23,23,West,Basic,Monthly,498.07,0.1,No,3,0,29.5,3.1,2025-12-27 00:46:20.373543279,11166.52,No
CUST02658,2024-08-08,16,28,North,Basic,Monthly,724.25,0.0,Yes,2,1,14.5,2.8,2025-12-08 07:56:52.166271408,11619.39,No
CUST02659,2023-06-08,30,38,East,Standard,Monthly,1376.14,0.0,No,0,1,29.9,3.5,2025-11-30 18:33:22.060038125,40463.89,Yes
CUST02660,2024-07-24,17,50,East,Standard,Quarterly,1095.83,0.0,No,3,0,38.6,3.4,2025-12-14 17:27:16.384861472,18045.5,No
